start,gesture,end,sound,label
75593457,Swipe Right,75604415,75593457.mp4,y
75721438,Swipe Left,75732488,75721438.mp4,y
75863644,Swipe Left,75874293,75863644.mp4,y
76010319,Swipe Right,76020878,76010319.mp4,y
76145139,Whats Up,76156016,76145139.mp4,y
76273677,Swipe Right,76284731,76273677.mp4,y
76415269,Swipe Right,76426198,76415269.mp4,y
76544084,Nod,76554426,76544084.mp4,y
76666973,Swipe Right,76677254,76666973.mp4,y
76790836,Whats Up,76801443,76790836.mp4,y
76934994,Swipe Right,76946566,76934994.mp4,y
77075120,Swipe Right,77086088,77075120.mp4,y
77207661,Nod,77218685,77207661.mp4,y
77351968,Swipe Left,77362989,77351968.mp4,y
77491895,Swipe Left,77502182,77491895.mp4,y
77630656,Swipe Left,77641234,77630656.mp4,n
77764234,Nod,77774849,77764234.mp4,y
77910361,Whats Up,77920985,77910361.mp4,y
78043127,Swipe Left,78054128,78043127.mp4,y
78169690,Nod,78180656,78169690.mp4,y
78306256,Swipe Left,78317154,78306256.mp4,y
78428496,Nod,78439479,78428496.mp4,y
78576255,Whats Up,78587203,78576255.mp4,y
78697025,Swipe Left,78708045,78697025.mp4,y
78840699,Whats Up,78851676,78840699.mp4,y
78973047,Nod,78983412,78973047.mp4,y
79119778,Whats Up,79130335,79119778.mp4,y
79249775,Whats Up,79260107,79249775.mp4,y
79377112,Swipe Left,79388087,79377112.mp4,y
79522696,Nod,79533582,79522696.mp4,y
79670706,Nod,79681169,79670706.mp4,y
79809424,Whats Up,79819772,79809424.mp4,y
79946774,Whats Up,79957359,79946774.mp4,y
80083588,Swipe Right,80093864,80083588.mp4,y
80204418,Swipe Left,80215325,80204418.mp4,y
80326138,Nod,80336875,80326138.mp4,y
80452164,Swipe Left,80463156,80452164.mp4,y
80581928,Whats Up,80592928,80581928.mp4,y
80708268,Swipe Right,80718624,80708268.mp4,y
80834841,Swipe Right,80845168,80834841.mp4,y
80977223,Nod,80987819,80977223.mp4,y
81121068,Whats Up,81131666,81121068.mp4,y
81265680,Nod,81277341,81265680.mp4,y
81394704,Swipe Right,81405742,81394704.mp4,y
81542777,Swipe Left,81553275,81542777.mp4,y
81673045,Swipe Right,81684036,81673045.mp4,y
81815880,Whats Up,81826205,81815880.mp4,y
