83099875,Swipe Right,83110438,83099875.mp4,y,1,43,1066,271,377,114,167
83247636,Swipe Left,83258637,83247636.mp4,y,1,12929,13948,13187,13285,129,178
83382798,Swipe Left,83393160,83382798.mp4,y,1,24862,25882,25105,25187,122,163
83509419,Swipe Right,83520048,83509419.mp4,y,1,35578,36600,35815,35895,119,159
83641300,Whats Up,83652187,83641300.mp4,y,1,47153,48176,47361,47463,104,155
83779605,Whats Up,83790167,83779605.mp4,y,1,58548,59572,58761,58833,107,143
83905018,Nod,83915311,83905018.mp4,y,1,69249,70270,69587,69649,169,200
84050553,Swipe Right,84061417,84050553.mp4,y,1,81796,82818,82213,82289,209,247
84187363,Nod,84197696,84187363.mp4,y,1,94635,95656,94933,94993,149,179
84329967,Nod,84340399,84329967.mp4,not sure,0,107637,108658,,,,
84466792,Swipe Right,84477753,84466792.mp4,y,1,119751,120770,119995,120077,122,163
84591926,Nod,84602889,84591926.mp4,y,1,130405,131426,130597,130661,96,128
84720280,Whats Up,84730601,84720280.mp4,y,1,141716,142738,142027,142093,156,189
84756413,Nod,84767311,84756413.mp4,n,0,145329,146346,,,,
84887345,Swipe Left,84898297,84887345.mp4,y,1,156720,157740,156953,157027,117,154
85020005,Swipe Right,85031044,85020005.mp4,y,1,167624,168640,167847,167929,112,153
85158904,Whats Up,85169750,85158904.mp4,y,1,179621,180640,179805,179903,92,141
85289247,Swipe Left,85299816,85289247.mp4,y,1,190552,191572,190793,190883,121,166
85412548,Swipe Left,85423485,85412548.mp4,y,1,200957,201976,201201,201287,122,165
85543523,Whats Up,85554298,85543523.mp4,y,1,212535,213560,212805,212899,135,182
85689852,Swipe Right,85700847,85689852.mp4,y,1,225247,226272,225481,225559,117,156
85824529,Whats Up,85835521,85824529.mp4,y,1,236323,237342,236547,236639,112,158
85956391,Swipe Right,85966685,85956391.mp4,y,1,247320,248338,247567,247653,124,167
86104892,Swipe Right,86115245,86104892.mp4,y,1,260410,261430,260671,260757,131,174
86239561,Swipe Left,86250062,86239561.mp4,y,1,271661,272682,271899,271987,119,163
86378091,Whats Up,86389016,86378091.mp4,y,2,283470,284492,283685,283755,108,143
86510051,Swipe Left,86520538,86510051.mp4,y,1,295082,296102,295325,295421,122,170
86656192,Swipe Right,86667014,86656192.mp4,y,1,307551,308574,307771,307867,110,158
86786056,Swipe Right,86796740,86786056.mp4,y,1,318961,319986,319199,319289,119,164
86922158,Nod,86932541,86922158.mp4,y,1,330337,331358,330549,330615,106,139
87046674,Swipe Left,87057164,87046674.mp4,y,1,341695,342714,341983,342057,144,181
87192518,Swipe Left,87203378,87192518.mp4,y,1,354522,355542,354789,354869,134,174
87325212,Nod,87335709,87325212.mp4,y,1,365832,366852,366063,366141,116,155
87472810,Nod,87483337,87472810.mp4,y,1,378226,379248,378439,378521,107,148
87608092,Whats Up,87619083,87608092.mp4,y,1,389448,390472,389669,389743,111,148
87728989,Whats Up,87739986,87728989.mp4,y,1,400049,401070,400319,400391,135,171
87855483,Whats Up,87866272,87855483.mp4,y,1,410753,411776,410989,411077,118,162
88002892,Swipe Left,88013533,88002892.mp4,y,1,423257,424280,423511,423591,127,167
88148780,Nod,88159142,88148780.mp4,y,1,435911,436932,436155,436233,122,161
88278337,Nod,88288945,88278337.mp4,y,1,446987,448010,447275,447349,144,181
88409406,Whats Up,88420365,88409406.mp4,y,1,458525,459546,458737,458825,106,150
88549650,Whats Up,88559955,88549650.mp4,y,1,470687,471708,470983,471055,148,184
88693444,Nod,88704210,88693444.mp4,y,1,483303,484326,483527,483603,112,150
88842761,Swipe Right,88853689,88842761.mp4,y,1,495735,496756,495955,496037,110,151
88969594,Swipe Right,88979938,88969594.mp4,y,1,506510,507534,506741,506807,116,149
89106832,Swipe Left,89117167,89106832.mp4,y,1,518128,519150,518355,518449,114,161
89251631,Nod,89262688,89251631.mp4,y,1,530985,532014,531265,531331,140,173
