60066,Nod,70528,60066.mp4,y,1,910,1936,1125,1205,108,148
208094,Swipe Right,219041,208094.mp4,y,1,14128,15150,14415,14511,144,192
353982,Swipe Right,364260,353982.mp4,y,1,26950,27970,27177,27295,114,173
483565,Whats Up,494434,483565.mp4,y,1,38354,39374,38623,38727,135,187
610863,Swipe Right,621863,610863.mp4,y,1,49890,50912,50117,50229,114,170
731628,Swipe Right,742275,731628.mp4,y,1,60521,61540,60807,60915,143,197
869172,Whats Up,879491,869172.mp4,y,1,72869,73890,73093,73191,112,161
1001402,Nod,1012179,1001402.mp4,y,1,84462,85484,84787,84871,163,205
1131284,Swipe Left,1142104,1131284.mp4,y,1,96084,97106,96355,96473,136,195
1255337,Swipe Right,1266279,1255337.mp4,y,1,106913,107940,107161,107255,124,171
1380848,Swipe Right,1391648,1380848.mp4,y,1,118074,119100,118301,118423,114,175
1508627,Nod,1519471,1508627.mp4,y,1,129665,130686,129889,129979,112,157
1650409,Nod,1660942,1650409.mp4,y,1,141907,142928,142083,142175,88,134
1775022,Swipe Left,1786025,1775022.mp4,y,1,152260,153282,152537,152649,139,195
1898931,Whats Up,1909218,1898931.mp4,not sure,1,163363,164384,,,,
2041922,Whats Up,2052507,2041922.mp4,y,1,175628,176648,176021,176133,197,253
2191257,Swipe Left,2202177,2191257.mp4,not sure,2,188296,189316,,,,
2326536,Whats Up,2336957,2326536.mp4,not sure,0,199645,200664,,,,
2447527,Whats Up,2457915,2447527.mp4,not sure,0,210049,211072,,,,
2570078,Swipe Left,2580475,2570078.mp4,y,1,220761,221780,220907,221019,73,129
2696158,Nod,2706826,2696158.mp4,n,0,232837,233858,,,,
2837925,Whats Up,2848486,2837925.mp4,y,1,245313,246334,245645,245733,166,210
2976641,Whats Up,2987025,2976641.mp4,y,1,256721,257746,256965,257069,122,174
3117136,Swipe Left,3128027,3117136.mp4,y,1,269328,270348,269591,269697,132,185
3262853,Nod,3273777,3262853.mp4,y,1,281924,282946,282101,282193,89,135
3399919,Swipe Left,3410869,3399919.mp4,y,1,293118,294144,293335,293445,109,164
3545767,Nod,3556127,3545767.mp4,y,1,305781,306800,305987,306067,103,143
3684630,Whats Up,3695235,3684630.mp4,y,1,318196,319220,318395,318487,100,146
3833904,Whats Up,3844270,3833904.mp4,y,1,331063,332082,331275,331381,106,159
3973064,Swipe Left,3984010,3973064.mp4,y,1,343153,344176,343367,343465,107,156
4121377,Swipe Right,4132387,4121377.mp4,y,1,356029,357050,356233,356331,102,151
4242138,Nod,4253113,4242138.mp4,y,1,366919,367938,367105,367221,93,151
4367984,Nod,4378954,4367984.mp4,y,1,377947,378968,378145,378233,99,143
4514186,Whats Up,4524623,4514186.mp4,y,1,390578,391602,390769,390859,96,141
4638760,Swipe Left,4649103,4638760.mp4,y,1,401038,402060,401249,401345,106,154
4764656,Swipe Right,4775027,4764656.mp4,y,1,411591,412610,411805,411931,107,170
4885254,Swipe Left,4896265,4885254.mp4,y,1,422220,423242,422569,422669,175,225
5021566,Swipe Right,5032217,5021566.mp4,y,1,434138,435156,434517,434615,190,239
5162216,Whats Up,5172574,5162216.mp4,not sure,0,446445,447468,,,,
5308285,Swipe Left,5319020,5308285.mp4,n,0,459105,460126,,,,
5433302,Swipe Right,5444254,5433302.mp4,y,1,469643,470662,469813,469951,85,154
5568312,Nod,5579067,5568312.mp4,not sure,0,481328,482350,,,,
5704799,Swipe Right,5715431,5704799.mp4,y,1,493507,494528,493837,493941,165,217
5827214,Swipe Left,5837673,5827214.mp4,n,1,503858,504878,,,,
5958565,Swipe Right,5969571,5958565.mp4,y,1,515066,516090,515277,515381,106,158
6098368,Swipe Left,6109382,6098368.mp4,not sure,0,527340,528366,,,,
6220348,Nod,6230888,6220348.mp4,y,1,538253,539276,538763,538841,255,294
