231595432,Swipe Right,231605838,231595432.mp4,y,1,14,1033,212,330,99,158
231734171,Whats Up,231745262,231734171.mp4,y,1,11196,12221,11322,11440,63,122
231862887,Swipe Left,231873860,231862887.mp4,y,1,22266,23287,22484,22582,109,158
231990436,Nod,232001439,231990436.mp4,y,1,33604,34625,33812,33898,104,147
232110709,Swipe Left,232121659,232110709.mp4,y,1,44091,45111,44296,44404,103,157
232251007,Whats Up,232261967,232251007.mp4,y,1,56238,57261,56450,56562,106,162
232374226,Swipe Left,232385103,232374226.mp4,y,1,66774,67795,66988,67088,107,157
232520828,Whats Up,232531576,232520828.mp4,y,1,78959,79983,79140,79244,91,143
232650897,Swipe Right,232661198,232650897.mp4,y,1,90461,91483,90666,90758,103,149
232786698,Nod,232797022,232786698.mp4,y,1,101632,102655,101908,101972,138,170
232929431,Swipe Left,232940379,232929431.mp4,y,1,114333,115355,114566,114680,117,174
233060695,Swipe Left,233071685,233060695.mp4,y,1,125303,126323,125534,125642,116,170
233197839,Swipe Right,233208259,233197839.mp4,y,1,136830,137855,137068,137172,119,171
233321760,Whats Up,233332672,233321760.mp4,y,1,147472,148493,147664,147758,96,143
233456256,Nod,233466821,233456256.mp4,y,1,158941,159963,159162,159250,111,155
233596545,Swipe Right,233607444,233596545.mp4,y,1,171254,172273,171508,171616,127,181
233745707,Swipe Right,233756607,233745707.mp4,y,1,184320,185343,184540,184632,110,156
233882096,Nod,233892484,233882096.mp4,y,0,195852,196877,196058,196154,103,151
234010400,Nod,234021322,234010400.mp4,y,1,206524,207545,206776,206846,126,161
234145720,Swipe Left,234156138,234145720.mp4,y,1,217792,218811,218026,218124,117,166
234286962,Nod,234297925,234286962.mp4,y,1,229545,230565,229794,229902,125,179
234433730,Whats Up,234444766,234433730.mp4,y,1,242179,243201,242350,242446,86,134
234579345,Swipe Left,234589990,234579345.mp4,y,1,254628,255649,254846,254960,109,166
234701541,Whats Up,234712525,234701541.mp4,y,1,265313,266335,265500,265624,94,156
234831595,Whats Up,234842572,234831595.mp4,y,1,275660,276681,275846,275956,93,148
234979305,Swipe Left,234990244,234979305.mp4,y,1,288604,289623,288838,288936,117,166
235121408,Nod,235132354,235121408.mp4,y,1,300481,301503,300658,300748,89,134
235264150,Nod,235274525,235264150.mp4,y,1,312525,313549,312748,312878,112,177
235397327,Swipe Right,235408319,235397327.mp4,y,1,324002,325021,324208,324310,103,154
235544156,Swipe Right,235555130,235544156.mp4,y,1,336962,337981,337194,337298,116,168
235685091,Swipe Left,235695435,235685091.mp4,y,1,349374,350397,349624,349740,125,183
235824512,Swipe Right,235834779,235824512.mp4,y,1,361219,362239,361444,361548,113,165
235946341,Swipe Left,235956756,235946341.mp4,y,1,371941,372969,372164,372268,112,164
236095783,Swipe Right,236106107,236095783.mp4,y,2,384601,385621,384818,384916,109,158
236222360,Whats Up,236232651,236222360.mp4,y,1,395312,396333,395532,395650,110,169
236347948,Swipe Right,236358883,236347948.mp4,y,1,406579,407601,406788,406880,105,151
236478578,Nod,236489529,236478578.mp4,y,1,418129,419155,418310,418414,91,143
236606189,Swipe Left,236617185,236606189.mp4,y,1,428964,429985,429198,429310,117,173
236729513,Nod,236740413,236729513.mp4,y,1,439797,440823,440000,440098,102,151
236865183,Swipe Right,236875544,236865183.mp4,y,1,451212,452233,451444,451548,116,168
237003583,Swipe Left,237014059,237003583.mp4,y,1,463276,464295,463500,463610,112,167
237124172,Nod,237134520,237124172.mp4,y,1,473635,474657,473832,473930,99,148
237269126,Whats Up,237279458,237269126.mp4,y,1,486382,487405,486620,486714,119,166
237390656,Whats Up,237401046,237390656.mp4,y,1,496196,497219,496382,496488,93,146
237535437,Whats Up,237546408,237535437.mp4,y,1,508094,509117,508292,508404,99,155
237672109,Swipe Right,237683006,237672109.mp4,y,1,520173,521197,520406,520502,117,165
237797701,Whats Up,237808658,237797701.mp4,y,1,530718,531739,530922,531004,102,143
