343955013,Swipe Left,343965332,343955013.mp4,y,1,192,1218,293,387,51,98
344098455,Nod,344108861,344098455.mp4,not sure,0,12997,14030,,,,
344238918,Swipe Right,344249973,344238918.mp4,y,1,25994,27030,26207,26307,107,157
344373142,Whats Up,344383585,344373142.mp4,y,1,38093,39124,38337,38467,122,187
344505711,Nod,344516761,344505711.mp4,y,1,49874,50906,50143,50247,135,187
344647071,Swipe Left,344657428,344647071.mp4,y,1,62647,63672,62879,62953,116,153
344792569,Nod,344803605,344792569.mp4,not sure,0,75962,76992,,,,
344930167,Nod,344940601,344930167.mp4,y,1,88188,89216,88435,88519,124,166
345074524,Nod,345085516,345074524.mp4,y,1,100663,101688,100897,101011,117,174
345227656,Nod,345238553,345227656.mp4,y,0,114501,115526,114757,114861,128,180
345374955,Swipe Left,345385375,345374955.mp4,y,1,127829,128858,128017,128169,94,170
345498749,Nod,345509172,345498749.mp4,y,1,138753,139782,138961,139063,104,155
345649075,Swipe Right,345659424,345649075.mp4,not sure,0,152042,153072,,,,
345797560,Swipe Left,345808740,345797560.mp4,y,1,165223,166254,165531,165621,154,199
345925614,Swipe Left,345936731,345925614.mp4,y,1,176664,177704,177011,177097,174,217
346066330,Whats Up,346076865,346066330.mp4,not sure,0,189445,190490,,,,
346207442,Swipe Right,346218472,346207442.mp4,y,1,202145,203174,202389,202491,122,173
346356932,Whats Up,346367371,346356932.mp4,not sure,0,215275,216304,,,,
346499139,Swipe Right,346510151,346499139.mp4,not sure,0,228148,229176,,,,
346644098,Swipe Left,346655181,346644098.mp4,y,1,241204,242234,241519,241639,158,218
346790101,Whats Up,346800703,346790101.mp4,y,1,254215,255242,254603,254701,194,243
346937628,Swipe Left,346948432,346937628.mp4,y,1,266813,267876,267169,267277,178,232
347066323,Swipe Left,347076819,347066323.mp4,y,1,278103,279140,278531,278607,214,252
347194263,Swipe Left,347205090,347194263.mp4,y,1,289403,290478,289587,289667,92,132
347344729,Swipe Right,347355866,347344729.mp4,n,0,302605,303638,,,,
347471099,Whats Up,347481409,347471099.mp4,not sure,0,313858,314880,,,,
347592259,Whats Up,347602710,347592259.mp4,n,0,324291,325322,,,,
347744010,Nod,347754778,347744010.mp4,y,1,337659,338724,337835,337955,88,148
347912725,Whats Up,347923133,347912725.mp4,y,1,352026,353056,352295,352397,135,186
348065118,Swipe Right,348075661,348065118.mp4,y,1,365069,366104,365295,365401,113,166
348187999,Swipe Right,348198428,348187999.mp4,y,1,375931,376964,376239,376337,154,203
348344569,Swipe Right,348355562,348344569.mp4,y,1,388980,390008,389273,389383,147,202
348480806,Swipe Right,348491811,348480806.mp4,y,1,400752,401778,401059,401157,154,203
348643677,Whats Up,348654106,348643677.mp4,y,1,415167,416196,415539,415629,186,231
348787113,Nod,348798177,348787113.mp4,y,1,427095,428122,427459,427565,182,235
348944274,Whats Up,348954669,348944274.mp4,y,2,440781,441812,441089,441191,154,205
349089961,Swipe Left,349101523,349089961.mp4,y,2,453656,454744,454013,454133,179,239
349272378,Whats Up,349282780,349272378.mp4,y,1,469861,470888,470171,470271,155,205
349403645,Swipe Right,349414032,349403645.mp4,y,1,481141,482168,481419,481517,139,188
349544797,Nod,349555229,349544797.mp4,y,1,493641,494666,493879,493971,119,165
349714880,Swipe Left,349725452,349714880.mp4,y,1,508228,509258,508705,508769,239,271
349865216,Nod,349875584,349865216.mp4,y,1,521331,522358,521669,521751,169,210
349995711,Whats Up,350006770,349995711.mp4,y,1,532527,533558,532873,532977,173,225
350144130,Swipe Left,350155243,350144130.mp4,y,2,545631,546658,545965,546051,167,210
350293103,Nod,350303475,350293103.mp4,y,2,558495,559524,558921,559007,213,256
350444126,Whats Up,350455172,350444126.mp4,y,1,571244,572272,571481,571669,119,213
350586269,Swipe Right,350597329,350586269.mp4,y,1,583895,584926,584217,584311,161,208
