start,gesture,end,sound,label
402541343,Whats Up,402552336,402541343.mp4,y,,
402676982,Swipe Right,402687617,402676982.mp4,y,,
402805816,Swipe Left,402816379,402805816.mp4,n,,
402930586,Whats Up,402941601,402930586.mp4,y,,
403078035,Whats Up,403088403,403078035.mp4,y,,
403198458,Swipe Right,403209058,403198458.mp4,y,,
403341232,Swipe Left,403351512,403341232.mp4,y,,
403484015,Swipe Right,403494624,403484015.mp4,y,,
403630489,Swipe Right,403641538,403630489.mp4,y,,
403765970,Swipe Right,403776344,403765970.mp4,y,,
403887815,Nod,403898760,403887815.mp4,y,,
404020988,Nod,404031539,404020988.mp4,y,,
404163829,Swipe Left,404174151,404163829.mp4,y,,
404307428,Nod,404318390,404307428.mp4,not sure,,
404433614,Nod,404444553,404433614.mp4,y,,
404582902,Swipe Left,404593878,404582902.mp4,not sure,,
404732027,Nod,404742363,404732027.mp4,y,,
404867584,Whats Up,404878459,404867584.mp4,n,,
404990858,Nod,405001425,404990858.mp4,y,,
405123780,Nod,405134745,405123780.mp4,not sure,,
405259545,Swipe Left,405270389,405259545.mp4,y,,
405380657,Whats Up,405391005,405380657.mp4,y,,
405511565,Nod,405521991,405511565.mp4,y,,
405654265,Nod,405665013,405654265.mp4,y,,
405793057,Swipe Left,405803341,405793057.mp4,y,,
405918486,Nod,405929445,405918486.mp4,y,,
406047469,Whats Up,406058063,406047469.mp4,not sure,,
406194859,Whats Up,406205840,406194859.mp4,y,,
406322679,Swipe Right,406333642,406322679.mp4,y,,
406458467,Nod,406469383,406458467.mp4,y,,
406603440,Swipe Left,406614219,406603440.mp4,n,,
406736959,Swipe Left,406747262,406736959.mp4,n,not sure,contested
406884303,Swipe Right,406894634,406884303.mp4,not sure,,
407017798,Swipe Right,407028209,407017798.mp4,y,,
407159449,Whats Up,407170205,407159449.mp4,y,,
407284045,Nod,407294969,407284045.mp4,y,,
407405235,Swipe Right,407415500,407405235.mp4,y,,
407539961,Whats Up,407550924,407539961.mp4,y,,
407669425,Swipe Left,407680194,407669425.mp4,y,,
407817350,Swipe Left,407828337,407817350.mp4,y,,
407957648,Swipe Left,407968629,407957648.mp4,y,,
408139836,Whats Up,408150178,408139836.mp4,y,,
408346217,Whats Up,408356572,408346217.mp4,y,,
408468793,Swipe Right,408479695,408468793.mp4,y,,
408646031,Whats Up,408656948,408646031.mp4,y,,
408794869,Swipe Left,408805792,408794869.mp4,y,,
408946057,Swipe Right,408956552,408946057.mp4,y,,
