448370,Nod,458998,448370.mp4,not sure,1,29,1048,,,,
569717,Swipe Left,580069,569717.mp4,y,1,10283,11302,10599,10699,158,208
700072,Nod,711071,700072.mp4,y,1,21801,22820,21985,22117,92,158
841049,Whats Up,851336,841049.mp4,y,1,34371,35388,34595,34733,112,181
974318,Swipe Right,985320,974318.mp4,y,1,46127,47150,46631,46743,252,308
1123467,Nod,1133810,1123467.mp4,y,1,58548,59566,58733,58869,93,161
1265667,Swipe Right,1276395,1265667.mp4,y,1,70609,71662,70903,71029,147,210
1399265,Whats Up,1409622,1399265.mp4,y,1,82575,83594,82791,82929,108,177
1552117,Swipe Right,1562495,1552117.mp4,y,1,95625,96642,95845,95959,110,167
1678827,Swipe Right,1689823,1678827.mp4,y,1,106668,107688,106955,107095,144,214
1799492,Nod,1810464,1799492.mp4,y,1,117239,118258,117539,117745,150,253
1939931,Swipe Left,1950877,1939931.mp4,y,1,129639,130656,129829,129955,95,158
2064769,Whats Up,2075182,2064769.mp4,y,1,139758,140780,139939,140089,91,166
2193049,Swipe Left,2203588,2193049.mp4,y,1,150065,151086,150223,150359,79,147
2336267,Swipe Right,2347191,2336267.mp4,y,1,162481,163500,162723,162851,121,185
2473282,Whats Up,2483682,2473282.mp4,y,1,174105,175124,174229,174401,62,148
2619408,Swipe Left,2629737,2619408.mp4,y,1,186527,187548,186885,187045,179,259
2765994,Nod,2776742,2765994.mp4,n,0,199321,200348,,,,
2890368,Whats Up,2900886,2890368.mp4,y,1,210121,211138,210293,210453,86,166
3022073,Whats Up,3033014,3022073.mp4,y,1,221711,222730,221849,222025,69,157
3166376,Swipe Left,3177275,3166376.mp4,y,1,234247,235268,234473,234627,113,190
3302500,Swipe Left,3313473,3302500.mp4,y,3,245891,246908,246101,246313,105,211
3443080,Whats Up,3453914,3443080.mp4,y,1,258283,259304,258473,258645,95,181
3566295,Swipe Left,3576568,3566295.mp4,y,1,269254,270274,269467,269601,107,174
3714313,Whats Up,3725144,3714313.mp4,y,1,281863,282882,282049,282227,93,182
3861590,Nod,3871927,3861590.mp4,y,1,294749,295768,294941,295109,96,180
3983368,Whats Up,3994249,3983368.mp4,y,1,305492,306510,305677,305885,93,197
4124862,Nod,4135798,4124862.mp4,y,1,317760,318778,317915,318071,78,156
4258670,Whats Up,4269142,4258670.mp4,y,1,329299,330324,329475,329617,88,159
4405110,Swipe Right,4416060,4405110.mp4,y,1,341407,342428,341635,341755,114,174
4552113,Swipe Right,4563023,4552113.mp4,y,1,354195,355218,354735,354861,270,333
4690415,Swipe Left,4700838,4690415.mp4,y,1,366321,367342,366535,366719,107,199
4842184,Swipe Left,4853148,4842184.mp4,y,1,379675,380696,379919,380109,122,217
4968723,Swipe Right,4979605,4968723.mp4,y,1,390371,391390,390595,390741,112,185
5097266,Nod,5107561,5097266.mp4,y,1,401146,402166,401365,401499,110,177
5243641,Swipe Left,5254010,5243641.mp4,y,1,413329,414348,413555,413699,113,185
5392353,Nod,5402949,5392353.mp4,y,1,426146,427166,426377,426501,116,178
5528955,Nod,5539925,5528955.mp4,y,1,437987,439008,438187,438321,100,167
5656287,Swipe Right,5666617,5656287.mp4,y,1,449255,450276,449435,449643,90,194
5798290,Swipe Left,5808633,5798290.mp4,y,1,460892,461912,461129,461267,119,188
5921946,Swipe Right,5932964,5921946.mp4,y,1,471737,472754,471921,472077,92,170
6056021,Nod,6066913,6056021.mp4,y,1,483523,484592,483755,483863,116,170
6194779,Whats Up,6205149,6194779.mp4,y,2,495544,496564,495719,495881,88,169
6334080,Swipe Left,6344973,6334080.mp4,y,1,507366,508386,507577,507711,106,173
6480394,Swipe Right,6490823,6480394.mp4,y,0,519838,520858,520013,520131,88,147
6605363,Swipe Right,6615888,6605363.mp4,y,1,530625,531646,530839,530967,107,171
6730803,Nod,6741807,6730803.mp4,y,1,541505,542526,541819,541939,157,217
